,UniProtID,proteinNames,txt_subunit,geneNames
1165,P0A870,['Transaldolase B'],Homodimer.,"['talB', 'yaaK', 'b0008', 'JW0007']"
1166,P0AFE4,"['NADH-quinone oxidoreductase subunit K', 'NADH dehydrogenase I subunit K', 'NDH-1 subunit K', 'NUO11']","NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoK', 'b2279', 'JW2274']"
1167,P0AFE8,"['NADH-quinone oxidoreductase subunit M', 'NADH dehydrogenase I subunit M', 'NDH-1 subunit M', 'NUO13']","Composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoM', 'b2277', 'JW2272']"
1168,P0AFD6,"['NADH-quinone oxidoreductase subunit I', 'NADH dehydrogenase I subunit I', 'NDH-1 subunit I', 'NUO9']","NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex (By similarity).","['nuoI', 'b2281', 'JW2276']"
1169,P0AFD4,"['NADH-quinone oxidoreductase subunit H', 'NADH dehydrogenase I subunit H', 'NDH-1 subunit H', 'NUO8']","NDH-1 is composed of 13 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoH', 'b2282', 'JW2277']"
1170,P0ACB4,"['Protoporphyrinogen IX dehydrogenase [quinone]', 'Protoporphyrinogen IX dehydrogenase [menaquinone]', 'Protoporphyrinogen IX dehydrogenase [ubiquinone]', 'Protoporphyrinogen oxidase', 'PPO']",Homotetramer (Probable). Homohexamer. Purified from membrane fractions associated with fumarate reductase (subunit FrdA) (PubMed:20484676).,"['hemG', 'yihB', 'b3850', 'JW3827']"
1171,Q47142,['Probable 3-phenylpropionic acid transporter'],Homotetramer (Probable). Homohexamer. Purified from membrane fractions associated with fumarate reductase (subunit FrdA) (PubMed:20484676).,"['hcaT', 'yfhS', 'b2536', 'JW2520']"
1172,P05847,"['L(+)-tartrate dehydratase subunit alpha', 'L-TTD alpha']",Tetramer of two alpha and two beta subunits.,"['ttdA', 'ygjA', 'b3061', 'JW3033']"
1173,P23538,"['Phosphoenolpyruvate synthase', 'PEP synthase']",Homodimer.,"['ppsA', 'pps', 'b1702', 'JW1692']"
1174,P00634,"['Alkaline phosphatase', 'APase']","Isozymes 1 and 3 are a dimer of identical chains, isozyme 2 is a dimer of heterogeneous chains, one of each of the subunits from isozymes 1 and 3.","['phoA', 'b0383', 'JW0374']"
1175,P0AFD1,"['NADH-quinone oxidoreductase subunit E', 'NADH dehydrogenase I subunit E', 'NDH-1 subunit E', 'NUO5']","Composed of 13 different subunits. Subunits NuoCD, E, F, and G constitute the peripheral sector of the complex.","['nuoE', 'b2285', 'JW2280']"
1176,P33599,"['NADH-quinone oxidoreductase subunit C/D', 'NADH dehydrogenase I subunit C/D', 'NDH-1 subunit C/D', 'NUO3/NUO4']","NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex.","['nuoC', 'nuoCD', 'nuoD', 'b2286', 'JW5375']"
1177,P39414,"['L-tartrate/succinate antiporter', 'Tartrate carrier', 'Tartrate transporter']","NDH-1 is composed of 13 different subunits. Subunits NuoB, CD, E, F, and G constitute the peripheral sector of the complex.","['ttdT', 'ygjC', 'ygjE', 'b3063', 'JW3035']"
1178,P15640,"['Phosphoribosylamine--glycine ligase', 'GARS', 'Glycinamide ribonucleotide synthetase', 'Phosphoribosylglycinamide synthetase']",Monomer.,"['purD', 'b4005', 'JW3969']"
1179,P08178,"['Phosphoribosylformylglycinamidine cyclo-ligase', 'AIR synthase', 'AIRS', 'Phosphoribosyl-aminoimidazole synthetase']",Homodimer.,"['purM', 'purG', 'b2499', 'JW2484']"
1180,P06989,['Histidine biosynthesis bifunctional protein HisIE'],Homodimer.,"['hisI', 'hisIE', 'b2026', 'JW2008']"
1181,A0A484YWF5,['NAD kinase'],Homodimer.,"['ppnK', 'nadK', 'NCTC9001_06554']"
1182,P37610,"['Alpha-ketoglutarate-dependent taurine dioxygenase', '2-aminoethanesulfonate dioxygenase', 'Sulfate starvation-induced protein 3', 'SSI3']","Homodimer (PubMed:11955067, PubMed:12741810, PubMed:9287300). Was later shown to be a homotetramer arranged as a dimer of two dimers (PubMed:22221834).","['tauD', 'ssiD', 'yaiG', 'b0368', 'JW0360']"
1183,P0AEY5,['NADPH:quinone oxidoreductase MdaB'],Homodimer.,"['mdaB', 'mda66', 'b3028', 'JW2996']"
1184,P18843,"['NH(3)-dependent NAD(+) synthetase', 'Nicotinamide adenine dinucleotide synthetase', 'NADS', 'Nitrogen regulatory protein']",Homodimer.,"['nadE', 'efg', 'ntrL', 'b1740', 'JW1729']"
1185,P0A7D7,['Phosphoribosylaminoimidazole-succinocarboxamide synthase'],Homotrimer.,"['purC', 'b2476', 'JW2461']"
1186,P27832,"['dTDP-fucosamine acetyltransferase', 'TDP-fucosamine acetyltransferase', 'dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase']",Homodimer.,"['wecD', 'rffC', 'yifH', 'b3790', 'JW5597']"
1187,P15254,['Phosphoribosylformylglycinamidine synthase'],Monomer.,"['purL', 'purI', 'b2557', 'JW2541']"
1188,P0AB67,"['NAD(P) transhydrogenase subunit beta', 'Nicotinamide nucleotide transhydrogenase subunit beta', 'Pyridine nucleotide transhydrogenase subunit beta']",Heterodimer of an alpha and a beta chain.,"['pntB', 'b1602', 'JW1594']"
1189,P27833,"['dTDP-4-amino-4,6-dideoxygalactose transaminase']",Homotetramer.,"['wecE', 'rffA', 'yifI', 'b3791', 'JW3765']"
1190,P10371,['1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase'],Monomer.,"['hisA', 'b2024', 'JW2006']"
1191,P27306,"['Soluble pyridine nucleotide transhydrogenase', 'STH']",Homooligomer; probable homooctamer.,"['sthA', 'sth', 'udhA', 'b3962', 'JW5551']"
1192,Q46769,"['dTDP-4-dehydrorhamnose reductase', 'dTDP-4-keto-L-rhamnose reductase', 'dTDP-6-deoxy-L-lyxo-4-hexulose reductase', 'dTDP-6-deoxy-L-mannose dehydrogenase', 'dTDP-L-rhamnose synthase']",Homodimer.,"['rfbD', 'rmlD']"
1193,P07001,"['NAD(P) transhydrogenase subunit alpha', 'Nicotinamide nucleotide transhydrogenase subunit alpha', 'Pyridine nucleotide transhydrogenase subunit alpha']",Heterodimer of an alpha (PntA) and a beta (PntB) chain. Alpha subunit serves as the dimerization unit.,"['pntA', 'b1603', 'JW1595']"
1194,P18133,"['Nicotinate phosphoribosyltransferase', 'NAPRTase']",Heterodimer of an alpha (PntA) and a beta (PntB) chain. Alpha subunit serves as the dimerization unit.,"['pncB', 'b0931', 'JW0914']"
1195,P16659,"['Proline--tRNA ligase', 'Global RNA synthesis factor', 'Prolyl-tRNA synthetase', 'ProRS']",Homodimer.,"['proS', 'drpA', 'b0194', 'JW0190']"
1196,P0A717,"['Ribose-phosphate pyrophosphokinase', 'RPPK', '5-phospho-D-ribosyl alpha-1-diphosphate synthase', 'Phosphoribosyl diphosphate synthase', 'Phosphoribosyl pyrophosphate synthase']",Homohexamer.,"['prs', 'prsA', 'b1207', 'JW1198']"
1197,P27830,"['dTDP-glucose 4,6-dehydratase 2']",Homodimer.,"['rffG', 'b3788', 'JW5598']"
1198,P0A6D3,['3-phosphoshikimate 1-carboxyvinyltransferase'],Monomer.,"['aroA', 'b0908', 'JW0891']"
1199,P0AFA7,['Na(+)/H(+) antiporter NhaB'],Monomer.,"['nhaB', 'b1186', 'JW1175']"
1200,P37759,"['dTDP-glucose 4,6-dehydratase 1']",Homodimer.,"['rfbB', 'rmlB', 'b2041', 'JW2026']"
1201,P27300,"[""Tetraacyldisaccharide 4'-kinase""]",Homodimer.,"['lpxK', 'ycaH', 'b0915', 'JW0898']"
1202,P13738,"['Na(+)/H(+) antiporter NhaA', 'Na(+)/H(+) exchanger', 'Na(+)/Li(+)/H(+) antiporter', 'Sodium/proton antiporter NhaA']","Monomer (PubMed:17635927). Homodimer (PubMed:11258962, PubMed:15988517, PubMed:17635927, PubMed:19396973, PubMed:25422503). Under routine stress conditions, the monomeric form is fully functional (PubMed:17635927, PubMed:23836890). However, the dimeric form is much more efficient in conferring growth resistance under extreme stress conditions (PubMed:17635927).","['nhaA', 'ant', 'b0019', 'JW0018']"
1203,P0A8K1,['Phosphatidylserine decarboxylase proenzyme'],Heterodimer of a large membrane-associated beta subunit and a small pyruvoyl-containing alpha subunit.,"['psd', 'b4160', 'JW4121']"
1204,P0A763,['Nucleoside diphosphate kinase'],Homotetramer.,"['ndk', 'b2518', 'JW2502']"
1205,P0C8J9,"['D-tagatose-1,6-bisphosphate aldolase subunit GatZ']",Forms a complex with GatY.,[]
1206,P69681,"['Ammonium transporter AmtB', 'Ammonia channel AmtB', 'Ammonium channel AmtB']","Homotrimer (PubMed:12023896, PubMed:15361618, PubMed:15563598, PubMed:17040913). In response to elevation of the extracellular ammonium concentration, interacts and forms a complex with GlnK (PubMed:10637624, PubMed:11847102, PubMed:14668330, PubMed:16864585, PubMed:17190799, PubMed:17220269, PubMed:20639578). Interacts with GlnK with a stoichiometry of AmtB(3):GlnK(3) (PubMed:17190799, PubMed:17220269). Sequestration of GlnK is reversible (PubMed:14668330).","['amtB', 'ybaG', 'b0451', 'JW0441']"
1207,P0AGB0,['Phosphoserine phosphatase'],"Homotrimer (PubMed:12023896, PubMed:15361618, PubMed:15563598, PubMed:17040913). In response to elevation of the extracellular ammonium concentration, interacts and forms a complex with GlnK (PubMed:10637624, PubMed:11847102, PubMed:14668330, PubMed:16864585, PubMed:17190799, PubMed:17220269, PubMed:20639578). Interacts with GlnK with a stoichiometry of AmtB(3):GlnK(3) (PubMed:17190799, PubMed:17220269). Sequestration of GlnK is reversible (PubMed:14668330).","['serB', 'b4388', 'JW4351']"
1208,P0AB74,"['D-tagatose-1,6-bisphosphate aldolase subunit KbaY', 'D-tagatose-bisphosphate aldolase class II', 'Ketose 1,6-bisphosphate aldolase class II', 'Tagatose-bisphosphate aldolase']",Homotetramer. Forms a complex with KbaZ.,"['kbaY', 'agaY', 'kba', 'yraC', 'b3137', 'JW3106']"
1209,O32591,['Serine protease EspP'],Homotetramer. Forms a complex with KbaZ.,"['espP', 'pssA']"
1210,Q46877,['Anaerobic nitric oxide reductase flavorubredoxin'],Homotetramer.,"['norV', 'flrD', 'ygaI', 'ygaJ', 'ygaK', 'b2710', 'JW2680']"
1211,P37596,['Nitric oxide reductase FlRd-NAD(+) reductase'],Homotetramer.,"['norW', 'flrR', 'ygbD', 'b2711', 'JW2681']"
1212,P0C8J7,"['D-tagatose-1,6-bisphosphate aldolase subunit GatY', 'D-tagatose-bisphosphate aldolase class II', 'Tagatose-bisphosphate aldolase']",Forms a complex with GatZ.,[]
1213,P0A9M8,['Phosphate acetyltransferase'],Homohexamer.,"['pta', 'b2297', 'JW2294']"
1214,P0C8K1,"['D-tagatose-1,6-bisphosphate aldolase subunit KbaZ']",Forms a complex with KbaY.,"['kbaZ', 'agaZ']"
1215,P0A9D8,"['2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase', 'Succinyl-CoA: tetrahydrodipicolinate N-succinyltransferase', 'Tetrahydrodipicolinate N-succinyltransferase']","Was originally thought to be a homodimer, but is rather a homotrimer as shown in orthologs.","['dapD', 'b0166', 'JW0161']"
1216,P77218,['Phosphate acetyltransferase EutD'],Homodimer.,"['eutD', 'eutI', 'ypfA', 'b2458', 'JW2442']"
1217,P0A6I6,"['Phosphopantetheine adenylyltransferase', 'Dephospho-CoA pyrophosphorylase', 'Pantetheine-phosphate adenylyltransferase', 'PPAT']","Homohexamer, a dimerized trimer with a solvent channel through the middle (PubMed:10205156, PubMed:10480925, PubMed:11812124, PubMed:12837781, PubMed:17873050). In crystals only 1 trimer is seen to bind substrate/product at a time (PubMed:10205156, PubMed:11812124).","['coaD', 'kdtB', 'yicA', 'b3634', 'JW3609']"
1218,P0AAF1,['Putrescine transporter PotE'],Monomer.,"['potE', 'b0692', 'JW0679']"
1219,P33591,['Nickel transport system permease protein NikB'],Probably forms a heterodimeric pore with NikC.,"['nikB', 'b3477', 'JW3442']"
1220,P0AE52,"['Peroxiredoxin Bcp', 'Bacterioferritin comigratory protein', 'Thioredoxin peroxidase', 'Thioredoxin-dependent peroxiredoxin Bcp']",Monomer.,"['bcp', 'b2480', 'JW2465']"
1221,P37676,"['2,3-diketo-L-gulonate-binding periplasmic protein YiaO', '2,3-DKG-binding protein']","The complex comprises the extracytoplasmic solute receptor protein YiaO, and the two transmembrane proteins YiaM and YiaN.","['yiaO', 'b3579', 'JW3551']"
1222,P42588,"['Putrescine aminotransferase', 'Cadaverine transaminase', 'Diamine transaminase', 'Putrescine transaminase', 'Putrescine--2-oxoglutaric acid transaminase', 'Putrescine:2-OG aminotransferase']",Homodimer.,"['patA', 'ygjG', 'b3073', 'JW5510']"
1223,P31548,['Thiamine import ATP-binding protein ThiQ'],"The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB).","['thiQ', 'yabJ', 'b0066', 'JW0065']"
1224,P37675,"['2,3-diketo-L-gulonate TRAP transporter large permease protein YiaN']","The complex comprises the extracytoplasmic solute receptor protein YiaO, and the two transmembrane proteins YiaM and YiaN.","['yiaN', 'b3578', 'JW5651']"
1225,P31550,['Thiamine-binding periplasmic protein'],"Monomer in solution (PubMed:12182833). The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB) (By similarity).","['thiB', 'tbpA', 'yabL', 'b0068', 'JW0067']"
1226,P37674,"['2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM']","The complex comprises the extracytoplasmic solute receptor protein YiaO, and the two transmembrane proteins YiaM and YiaN.","['yiaM', 'b3577', 'JW3549']"
1227,P77156,['Inner membrane ABC transporter permease protein YdcU'],"The complex comprises the extracytoplasmic solute receptor protein YiaO, and the two transmembrane proteins YiaM and YiaN.","['ydcU', 'b1442', 'JW1437']"
1228,P31549,['Thiamine transport system permease protein ThiP'],"The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB).","['thiP', 'yabK', 'b0067', 'JW0066']"
1229,P76108,"['Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein', 'Poly-3-hydroxybutyrate synthase', 'PHB synthase', 'cPHB synthase']","The complex is composed of two ATP-binding proteins (ThiQ), two transmembrane proteins (ThiP) and a solute-binding protein (ThiB).","['ydcS', 'b1440', 'JW1435']"
1230,P07913,"['L-threonine 3-dehydrogenase', 'TDH']",Homotetramer.,"['tdh', 'b3616', 'JW3591']"
1231,P37388,['Xylose import ATP-binding protein XylG'],"The complex is composed of two ATP-binding proteins (XylG), two transmembrane proteins (XylH) and a solute-binding protein (XylF).","['xylG', 'b3567', 'JW3539']"
1232,P04968,['L-threonine dehydratase biosynthetic IlvA'],Homotetramer.,"['ilvA', 'b3772', 'JW3745']"
1233,P37387,['D-xylose-binding periplasmic protein'],Homotetramer.,"['xylF', 'xylT', 'b3566', 'JW3538']"
1234,P31134,['Putrescine transport ATP-binding protein PotG'],"The complex is composed of two ATP-binding proteins (PotG), two transmembrane proteins (PotH and PotI) and a solute-binding protein (PotF).","['potG', 'b0855', 'JW5818']"
1235,P0AGF6,"['L-threonine dehydratase catabolic TdcB', 'L-serine dehydratase', 'Threonine deaminase']","In the native structure, TdcB is in a dimeric form, whereas in the TdcB-AMP complex, it exists in a tetrameric form (dimer of dimers).","['tdcB', 'b3117', 'JW3088']"
1236,P0AGI4,['Xylose transport system permease protein XylH'],"In the native structure, TdcB is in a dimeric form, whereas in the TdcB-AMP complex, it exists in a tetrameric form (dimer of dimers).","['xylH', 'b3568', 'JW3540']"
1237,P31135,['Putrescine transport system permease protein PotH'],"The complex is composed of two ATP-binding proteins (PotG), two transmembrane proteins (PotH and PotI) and a solute-binding protein (PotF).","['potH', 'b0856', 'JW0840']"
1238,P0A8M3,['Threonine--tRNA ligase'],"Homodimer (PubMed:10319817, PubMed:11136973, PubMed:10881191, PubMed:11953757, PubMed:23362938, PubMed:25824639); binds 2 tRNA(Thr) per homodimer, each tRNA contacts both monomers and makes specific contacts with the anticodon and acceptor stems (PubMed:10319817).","['thrS', 'b1719', 'JW1709']"
1239,P77795,['Uncharacterized ABC transporter ATP-binding protein YdcT'],"Homodimer (PubMed:10319817, PubMed:11136973, PubMed:10881191, PubMed:11953757, PubMed:23362938, PubMed:25824639); binds 2 tRNA(Thr) per homodimer, each tRNA contacts both monomers and makes specific contacts with the anticodon and acceptor stems (PubMed:10319817).","['ydcT', 'b1441', 'JW1436']"
1240,P0AGF4,['D-xylose-proton symporter'],"Homodimer (PubMed:10319817, PubMed:11136973, PubMed:10881191, PubMed:11953757, PubMed:23362938, PubMed:25824639); binds 2 tRNA(Thr) per homodimer, each tRNA contacts both monomers and makes specific contacts with the anticodon and acceptor stems (PubMed:10319817).","['xylE', 'b4031', 'JW3991']"
1241,P0AG38,['Threonine efflux protein'],"Homodimer (PubMed:10319817, PubMed:11136973, PubMed:10881191, PubMed:11953757, PubMed:23362938, PubMed:25824639); binds 2 tRNA(Thr) per homodimer, each tRNA contacts both monomers and makes specific contacts with the anticodon and acceptor stems (PubMed:10319817).","['rhtC', 'yigJ', 'b3823', 'JW5586']"
1242,P0AFL1,['Putrescine transport system permease protein PotI'],"The complex is composed of two ATP-binding proteins (PotG), two transmembrane proteins (PotH and PotI) and a solute-binding protein (PotF).","['potI', 'b0857', 'JW0841']"
1243,P30138,['Sulfur carrier protein ThiS adenylyltransferase'],Homodimer.,"['thiF', 'b3992', 'JW3956']"
1244,P39832,['High-affinity zinc uptake system membrane protein ZnuB'],Homodimer.,"['znuB', 'yebI', 'b1859', 'JW1848']"
1245,P39172,['High-affinity zinc uptake system protein ZnuA'],Homodimer.,"['znuA', 'yebL', 'yzzP', 'b1857', 'JW5831']"
