reac,reaction,ec_number
MTHFD_reverse,methf_c + nadph_c --> mlthf_c + nadp_c,1.5.1.5
METSOX2tex_reverse_num1,metsox_R__L_p --> metsox_R__L_e,NA
METtex_reverse_num1,met__L_p --> met__L_e,NA
MG2t3_2pp_reverse,2.0 h_p + mg2_c --> 2.0 h_c + mg2_p,NA
MG2tex_reverse_num1,mg2_p --> mg2_e,NA
N2Otex_reverse_num1,n2o_p --> n2o_e,NA
N2Otpp_reverse,n2o_c --> n2o_p,NA
NACtex_reverse_num1,nac_p --> nac_e,NA
MICITDr_reverse,micit_c --> 2mcacn_c + h2o_c,4.2.1.99
MINCYCtex_reverse_num1,mincyc_p --> mincyc_e,NA
NH4tex_reverse_num1,nh4_p --> nh4_e,NA
NH4tpp_reverse_num1,nh4_c --> nh4_p,NA
NI2tex_reverse_num1,ni2_p --> ni2_e,NA
NAtex_reverse_num1,na1_p --> na1_e,NA
NMNtex_reverse_num1,nmn_p --> nmn_e,NA
NDPK1_reverse_num1,adp_c + gtp_c --> atp_c + gdp_c,NA
NDPK2_reverse_num1,adp_c + utp_c --> atp_c + udp_c,NA
NNATr_reverse,dnad_c + ppi_c --> atp_c + h_c + nicrnt_c,2.7.7.1
NDPK3_reverse_num1,adp_c + ctp_c --> atp_c + cdp_c,NA
NDPK4_reverse_num1,adp_c + dttp_c --> atp_c + dtdp_c,NA
NDPK5_reverse_num1,adp_c + dgtp_c --> atp_c + dgdp_c,NA
NDPK6_reverse_num1,adp_c + dutp_c --> atp_c + dudp_c,NA
NDPK7_reverse_num1,adp_c + dctp_c --> atp_c + dcdp_c,NA
NO2t2rpp_reverse_num1,h_c + no2_c --> h_p + no2_p,NA
NO2tex_reverse_num1,no2_p --> no2_e,NA
NDPK8_reverse_num1,adp_c + datp_c --> atp_c + dadp_c,NA
PGAMT_reverse,gam6p_c --> gam1p_c,5.4.2.10
NO3tex_reverse_num1,no3_p --> no3_e,NA
NOVBCNtex_reverse,novbcn_p --> novbcn_e,NA
NOtex_reverse_num1,no_p --> no_e,NA
NOtpp_reverse,no_c --> no_p,NA
MLTP1_reverse,g1p_c + maltttr_c --> maltpt_c + pi_c,2.4.1.1
O2tex_reverse_num1,o2_p --> o2_e,NA
MLTP2_reverse,g1p_c + maltpt_c --> malthx_c + pi_c,2.4.1.1
O2tpp_reverse,o2_c --> o2_p,NA
OCBT_reverse_num1,citr__L_c + h_c + pi_c --> cbp_c + orn_c,NA
OCTAtex_reverse_num1,octa_p --> octa_e,NA
MLTP3_reverse,g1p_c + malthx_c --> malthp_c + pi_c,2.4.1.1
OHPBAT_reverse,akg_c + phthr_c --> glu__L_c + ohpb_c,2.6.1.52
O2Stex_reverse_num1,o2s_p --> o2s_e,NA
ORNtex_reverse_num1,orn_p --> orn_e,NA
OROTtex_reverse_num1,orot_p --> orot_e,NA
ORPT_reverse,orot_c + prpp_c --> orot5p_c + ppi_c,2.4.2.10
MMETtex_reverse_num1,mmet_p --> mmet_e,NA
PACALDt2rpp_reverse,h_c + pacald_c --> h_p + pacald_p,NA
PACALDtex_reverse_num1,pacald_p --> pacald_e,NA
PGI_reverse,f6p_c --> g6p_c,5.3.1.9
PGK_reverse,13dpg_c + adp_c --> 3pg_c + atp_c,2.7.2.3
PGM_reverse_num1,3pg_c --> 2pg_c,NA
PGMT_reverse_num1,g6p_c --> g1p_c,NA
PEAMNtex_reverse_num1,peamn_p --> peamn_e,NA
PERD_reverse,h_c + nadh_c + ohpb_c --> 4per_c + nad_c,1.1.1.290
PHETA1_reverse_num1,glu__L_c + phpyr_c --> akg_c + phe__L_c,NA
PHEt2rpp_reverse_num1,h_c + phe__L_c --> h_p + phe__L_p,NA
PHEtex_reverse_num1,phe__L_p --> phe__L_e,NA
MNLtex_reverse_num1,mnl_p --> mnl_e,NA
PIt2rpp_reverse_num1,h_c + pi_c --> h_p + pi_p,NA
PItex_reverse_num1,pi_p --> pi_e,NA
PPK2_reverse,adp_c + pppi_c --> atp_c + ppi_c,NA
PPK_reverse,adp_c + ppi_c --> atp_c + pi_c,NA
PPM_reverse_num1,r5p_c --> r1p_c,NA
PPM2_reverse,2dr5p_c --> 2dr1p_c,5.4.2.7
MNtex_reverse_num1,mn2_p --> mn2_e,NA
PMANM_reverse,man6p_c --> man1p_c,5.4.2.8
PPPNt2rpp_reverse,h_c + pppn_c --> h_p + pppn_p,NA
PPPNtex_reverse_num1,pppn_p --> pppn_e,NA
PPTtex_reverse_num1,ppt_p --> ppt_e,NA
PRAGSr_reverse,adp_c + gar_c + h_c + pi_c --> atp_c + gly_c + pram_c,6.3.4.13
PNTOtex_reverse_num1,pnto__R_p --> pnto__R_e,NA
POR5_reverse_num1,accoa_c + co2_c + 2.0 flxr_c + h_c --> coa_c + 2.0 flxso_c + pyr_c,NA
PPAKr_reverse,atp_c + ppa_c --> adp_c + ppap_c,2.7.2.15
PPALtex_reverse_num1,ppal_p --> ppal_e,NA
PPALtpp_reverse,ppal_p --> ppal_c,NA
PPAtex_reverse_num1,ppa_p --> ppa_e,NA
PRMICI_reverse,prlp_c --> prfp_c,5.3.1.16
PROGLYtex_reverse_num1,progly_p --> progly_e,NA
PROt2rpp_reverse,h_c + pro__L_c --> h_p + pro__L_p,NA
PROtex_reverse_num1,pro__L_p --> pro__L_e,NA
PRPPS_reverse,amp_c + h_c + prpp_c --> atp_c + r5p_c,2.7.6.1
PSCLYStex_reverse_num1,psclys_p --> psclys_e,NA
PSCVT_reverse,3psme_c + pi_c --> pep_c + skm5p_c,2.5.1.19
PSERtex_reverse_num1,pser__L_p --> pser__L_e,NA
MOBDtex_reverse_num1,mobd_p --> mobd_e,NA
R5Ptex_reverse_num1,r5p_p --> r5p_e,NA
PTAr_reverse_num1,actp_c + coa_c --> accoa_c + pi_c,NA
RBP4E_reverse_num1,xu5p__D_c --> ru5p__L_c,NA
PTRCORNt7pp_reverse,orn_p + ptrc_c --> orn_c + ptrc_p,NA
REPHACCOAI_reverse,2oxpaccoa_c --> rephaccoa_c,NA
RFAMPtex_reverse,rfamp_p --> rfamp_e,NA
MOX_reverse,h2o2_c + oaa_c --> mal__L_c + o2_c,1.1.5.4
PTRCtex_reverse_num1,ptrc_p --> ptrc_e,NA
PUNP1_reverse,ade_c + r1p_c --> adn_c + pi_c,2.4.2.1
PUNP2_reverse,2dr1p_c + ade_c --> dad_2_c + pi_c,2.4.2.1
PUNP3_reverse_num1,gua_c + r1p_c --> gsn_c + pi_c,NA
RIBtex_reverse_num1,rib__D_p --> rib__D_e,NA
PUNP4_reverse_num1,2dr1p_c + gua_c --> dgsn_c + pi_c,NA
PUNP5_reverse_num1,hxan_c + r1p_c --> ins_c + pi_c,NA
RMI_reverse,rml_c --> rmn_c,5.3.1.14
PUNP6_reverse_num1,2dr1p_c + hxan_c --> din_c + pi_c,NA
PUNP7_reverse,r1p_c + xan_c --> pi_c + xtsn_c,2.4.2.-
RMNtex_reverse_num1,rmn_p --> rmn_e,NA
RMPA_reverse,dhap_c + lald__L_c --> rml1p_c,4.1.2.19
PYDAMtex_reverse_num1,pydam_p --> pydam_e,NA
PYDXNtex_reverse_num1,pydxn_p --> pydxn_e,NA
PYDXtex_reverse_num1,pydx_p --> pydx_e,NA
PYNP2r_reverse,r1p_c + ura_c --> pi_c + uri_c,2.4.2.2
PYRt2rpp_reverse,h_c + pyr_c --> h_p + pyr_p,NA
RPE_reverse_num1,xu5p__D_c --> ru5p__D_c,NA
PYRtex_reverse_num1,pyr_p --> pyr_e,NA
RPI_reverse_num1,ru5p__D_c --> r5p_c,NA
QUIN2tex_reverse_num1,quin_p --> quin_e,NA
QUIN2tpp_reverse,quin_c --> quin_p,NA
QUINDH_reverse,3dhq_c + 2.0 h_c + nadh_c --> nad_c + quin_c,1.1.1.24
SBTPD_reverse,f6p_c + h_c + nadh_c --> nad_c + sbt6p_c,1.1.1.140
SERt2rpp_reverse_num1,h_c + ser__L_c --> h_p + ser__L_p,NA
SBTtex_reverse_num1,sbt__D_p --> sbt__D_e,NA
SDPTA_reverse,glu__L_c + sl2a6o_c --> akg_c + sl26da_c,2.6.1.17
SERtex_reverse_num1,ser__L_p --> ser__L_e,NA
SHK3Dr_reverse_num1,nadp_c + skm_c --> 3dhsk_c + h_c + nadph_c,NA
SELtex_reverse_num1,sel_p --> sel_e,NA
SERASr_reverse,ppi_c + seramp_c --> atp_c + h_c + ser__L_c,NA
SUCOAS_reverse,adp_c + pi_c + succoa_c --> atp_c + coa_c + succ_c,6.2.1.5
SERAT_reverse,acser_c + coa_c --> accoa_c + ser__L_c,2.3.1.30
THRPtex_reverse_num1,thrp_p --> thrp_e,NA
SKMtex_reverse_num1,skm_p --> skm_e,NA
SLNTtex_reverse_num1,slnt_p --> slnt_e,NA
SO2tex_reverse_num1,so2_p --> so2_e,NA
SO2tpp_reverse,so2_c --> so2_p,NA
SO3tex_reverse_num1,so3_p --> so3_e,NA
SO4tex_reverse_num1,so4_p --> so4_e,NA
THRt2rpp_reverse,h_c + thr__L_c --> h_p + thr__L_p,NA
THRtex_reverse_num1,thr__L_p --> thr__L_e,NA
SPMDtex_reverse_num1,spmd_p --> spmd_e,NA
THYMtex_reverse_num1,thym_p --> thym_e,NA
SUCRtex_reverse_num1,sucr_p --> sucr_e,NA
TKT1_reverse,g3p_c + s7p_c --> r5p_c + xu5p__D_c,2.2.1.1
TKT2_reverse,f6p_c + g3p_c --> e4p_c + xu5p__D_c,2.2.1.1
TMAOtex_reverse_num1,tmao_p --> tmao_e,NA
TMAtex_reverse_num1,tma_p --> tma_e,NA
SUCCtex_reverse_num1,succ_p --> succ_e,NA
TMDPP_reverse,2dr1p_c + thym_c --> pi_c + thymd_c,2.4.2.2
TPI_reverse,g3p_c --> dhap_c,5.3.1.1
TSULtex_reverse_num1,tsul_p --> tsul_e,NA
TTRCYCtex_reverse_num1,ttrcyc_p --> ttrcyc_e,NA
TREtex_reverse_num1,tre_p --> tre_e,NA
TRPAS2_reverse,indole_c + nh4_c + pyr_c --> h2o_c + trp__L_c,4.1.99.1
TUNGStex_reverse_num1,tungs_p --> tungs_e,NA
TYMtex_reverse_num1,tym_p --> tym_e,NA
TYRPtex_reverse_num1,tyrp_p --> tyrp_e,NA
TRPt2rpp_reverse_num1,h_c + trp__L_c --> h_p + trp__L_p,NA
TRPtex_reverse_num1,trp__L_p --> trp__L_e,NA
TRSARr_reverse_num1,glyc__R_c + nad_c --> 2h3oppan_c + h_c + nadh_c,NA
TYRTA_reverse_num1,34hpp_c + glu__L_c --> akg_c + tyr__L_c,NA
UDPGtex_reverse_num1,udpg_p --> udpg_e,NA
SULFACtex_reverse_num1,sulfac_p --> sulfac_e,NA
TYRt2rpp_reverse_num1,h_c + tyr__L_c --> h_p + tyr__L_p,NA
TYRtex_reverse_num1,tyr__L_p --> tyr__L_e,NA
UDPKAAT_reverse,akg_c + udpLa4n_c --> glu__L_c + udpLa4o_c,2.6.1.87
UGLT_reverse,g1p_c + udpgal_c --> gal1p_c + udpg_c,2.7.7.12
UACGAMtex_reverse_num1,uacgam_p --> uacgam_e,NA
UAG2E_reverse,uacmam_c --> uacgam_c,5.1.3.14
UAGAAT_reverse,ACP_c + u3aga_c --> 3hmrsACP_c + uacgam_c,2.3.1.129
UMPK_reverse_num1,adp_c + udp_c --> atp_c + ump_c,NA
T2DECAI_reverse,cdec3eACP_c --> tdec2eACP_c,NA
UMPtex_reverse_num1,ump_p --> ump_e,NA
TAGURr_reverse,h_c + nadh_c + tagur_c --> altrn_c + nad_c,1.1.1.58
URAt2pp,h_c + ura_c --> h_p + ura_p,NA
URAtex_reverse_num1,ura_p --> ura_e,NA
UDPACGALtex_reverse_num1,udpacgal_p --> udpacgal_e,NA
UDPG4E_reverse,udpgal_c --> udpg_c,5.1.3.2
UDPGALtex_reverse_num1,udpgal_p --> udpgal_e,NA
UDPGLCURtex_reverse_num1,udpglcur_p --> udpglcur_e,NA
UREAtex_reverse_num1,urea_p --> urea_e,NA
UREAtpp_reverse,urea_c --> urea_p,NA
TALA_reverse_num1,e4p_c + f6p_c --> g3p_c + s7p_c,NA
XTSNtex_reverse_num1,xtsn_p --> xtsn_e,NA
URIt2pp,h_c + uri_c --> h_p + uri_p,NA
URItex_reverse,uri_p --> uri_e,NA
XYLI1_reverse,xylu__D_c --> xyl__D_c,5.3.1.5
XYLI2_reverse,fru_c --> glc__D_c,5.3.1.5
VALTA_reverse,3mob_c + glu__L_c --> akg_c + val__L_c,2.6.1.42
VALt2rpp_reverse_num1,h_c + val__L_c --> h_p + val__L_p,NA
VALtex_reverse_num1,val__L_p --> val__L_e,NA
TARTRDtex_reverse_num1,tartr__D_p --> tartr__D_e,NA
VPAMTr,pyr_c + val__L_c --> 3mob_c + ala__L_c,2.6.1.66
XYLUtex_reverse_num1,xylu__L_p --> xylu__L_e,NA
XYLtex_reverse_num1,xyl__D_p --> xyl__D_e,NA
XANtex_reverse_num1,xan_p --> xan_e,NA
XANtpp_reverse,xan_c --> xan_p,NA
TARTRt7pp_reverse,succ_p + tartr__L_c --> succ_c + tartr__L_p,NA
XMPtex_reverse_num1,xmp_p --> xmp_e,NA
Zn2tex_reverse_num1,zn2_p --> zn2_e,NA
XTSNt2rpp_reverse,h_c + xtsn_c --> h_p + xtsn_p,NA
TARTRtex_reverse_num1,tartr__L_p --> tartr__L_e,NA
DRIBtex_reverse_num1,drib_p --> drib_e,NA
TARTRtpp_reverse,tartr__L_c --> tartr__L_p,NA
TAURtex_reverse_num1,taur_p --> taur_e,NA
ICITtex_reverse_num1,icit_p --> icit_e,NA
TCYNTtex_reverse_num1,tcynt_p --> tcynt_e,NA
3PGtex_reverse_num1,3pg_p --> 3pg_e,NA
4HTHRtrpp_reverse,4hthr_c + h_c --> 4hthr_p + h_p,NA
GLYBt2pp,glyb_c + h_c --> glyb_p + h_p,NA
CYSItex_reverse_num1,cysi__L_p --> cysi__L_e,NA
DXYLUDtex_reverse_num1,dxyl_p --> dxyl_e,NA
AIRStpp_reverse,airs_c --> airs_p,NA
OAAtex_reverse_num1,oaa_p --> oaa_e,NA
SALCHSXtex_reverse_num1,salchsx_p --> salchsx_e,NA
TETtex_reverse_num1,tet_p --> tet_e,NA
TGBPA_reverse_num1,dhap_c + g3p_c --> tagdp__D_c,NA
LEUt4rpp_reverse,leu__L_c + na1_c --> leu__L_p + na1_p,NA
TAGtex_reverse_num1,tag__D_p --> tag__D_e,NA
ACONCtex_reverse_num1,acon_C_p --> acon_C_e,NA
GULNLtex_reverse_num1,guln__L_p --> guln__L_e,NA
AIRStex_reverse_num1,airs_p --> airs_e,NA
4HTHRtex_reverse_num1,4hthr_p --> 4hthr_e,NA
2PGtex_reverse_num1,2pg_p --> 2pg_e,NA
FOAMtex_reverse_num1,frmd_p --> frmd_e,NA
AGMPTRCtpp_reverse,agm_c + ptrc_p --> agm_p + ptrc_c,NA
THMDt2pp,h_c + thymd_c --> h_p + thymd_p,NA
THMDtex_reverse_num1,thymd_p --> thymd_e,NA
URIDK2r_reverse,adp_c + dudp_c --> atp_c + dump_c,2.7.4.13
THMtex_reverse_num1,thm_p --> thm_e,NA
AEPtex_reverse_num1,2ameph_p --> 2ameph_e,NA
PRASCSi,25aics_c + adp_c + h_c + pi_c --> 5aizc_c + asp__L_c + atp_c,6.3.2.6
TRPTA_reverse,glu__L_c + indpyr_c --> akg_c + trp__L_c,2.6.1.27
INSTt2_reverse,h_c + inost_c --> h_e + inost_e,NA
OXPTNDH_reverse,glutar_c + 2.0 h_c + nadh_c --> h2o_c + nad_c + oxptn_c,1.2.1.20
DADK,adp_c + dadp_c --> atp_c + damp_c,2.7.4.11
PACt1_reverse_num1,pac_p --> pac_e,NA
RAFFtex_reverse_num1,raffin_p --> raffin_e,NA
ARABDI_reverse,rbl__D_c --> arab__D_c,5.3.1.3
CLBtex_reverse_num1,cellb_p --> cellb_e,NA
PENGt1_reverse_num1,peng_p --> peng_e,NA
DARBt2rpp_reverse,arab__D_c + h_c --> arab__D_p + h_p,NA
3hoxpactex_reverse_num1,3hoxpac_p --> 3hoxpac_e,NA
6APAt1_reverse_num1,6apa_p --> 6apa_e,NA
HPAtex_reverse_num1,4hphac_p --> 4hphac_e,NA
GALAMtex_reverse_num1,galam_p --> galam_e,NA
DARBtex_reverse_num1,arab__D_p --> arab__D_e,NA
SALCNtex_reverse_num1,salcn_p --> salcn_e,NA
12PPDRtex_num2,12ppd__R_e --> 12ppd__R_p,NA
12PPDRtex_num3,12ppd__R_e --> 12ppd__R_p,NA
12PPDRtex_num4,12ppd__R_e --> 12ppd__R_p,NA
12PPDStex_num2,12ppd__S_e --> 12ppd__S_p,NA
12PPDStex_num3,12ppd__S_e --> 12ppd__S_p,NA
12PPDStex_num4,12ppd__S_e --> 12ppd__S_p,NA
23CAMPtex_num2,23camp_e --> 23camp_p,NA
23CAMPtex_num3,23camp_e --> 23camp_p,NA
23CAMPtex_num4,23camp_e --> 23camp_p,NA
23CCMPtex_num2,23ccmp_e --> 23ccmp_p,NA
23CCMPtex_num3,23ccmp_e --> 23ccmp_p,NA
23CCMPtex_num4,23ccmp_e --> 23ccmp_p,NA
23CGMPtex_num2,23cgmp_e --> 23cgmp_p,NA
23CGMPtex_num3,23cgmp_e --> 23cgmp_p,NA
23CGMPtex_num4,23cgmp_e --> 23cgmp_p,NA
23CUMPtex_num2,23cump_e --> 23cump_p,NA
23CUMPtex_num3,23cump_e --> 23cump_p,NA
23CUMPtex_num4,23cump_e --> 23cump_p,NA
23DAPPAtex_num2,23dappa_e --> 23dappa_p,NA
23DAPPAtex_num3,23dappa_e --> 23dappa_p,NA
23DAPPAtex_num4,23dappa_e --> 23dappa_p,NA
26DAHtex_num2,26dap__M_e --> 26dap__M_p,NA
26DAHtex_num3,26dap__M_e --> 26dap__M_p,NA
26DAHtex_num4,26dap__M_e --> 26dap__M_p,NA
3OAS100_num2,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,2.3.1.86
3OAS120_num2,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c,2.3.1.86
3OAS140_num2,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,2.3.1.86
3OAS160_num2,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c,2.3.1.86
3OAS180_num2,h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c,2.3.1.41
3OAS60_num2,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,2.3.1.86
3OAS80_num2,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c,2.3.1.86
2MAHMP_num2,2mahmp_c + h2o_c --> 4ampm_c + h_c + pi_c,NA
34dhpactex_num2,34dhpac_e --> 34dhpac_p,NA
34dhpactex_num3,34dhpac_e --> 34dhpac_p,NA
34dhpactex_num4,34dhpac_e --> 34dhpac_p,NA
3AMPtex_num2,3amp_e --> 3amp_p,NA
3AMPtex_num3,3amp_e --> 3amp_p,NA
3AMPtex_num4,3amp_e --> 3amp_p,NA
3PEPTtex_num2,LalaDgluMdap_e --> LalaDgluMdap_p,NA
3PEPTtex_num3,LalaDgluMdap_e --> LalaDgluMdap_p,NA
3PEPTtex_num4,LalaDgluMdap_e --> LalaDgluMdap_p,NA
3CMPtex_num2,3cmp_e --> 3cmp_p,NA
3CMPtex_num3,3cmp_e --> 3cmp_p,NA
3CMPtex_num4,3cmp_e --> 3cmp_p,NA
3GMPtex_num2,3gmp_e --> 3gmp_p,NA
3GMPtex_num3,3gmp_e --> 3gmp_p,NA
3GMPtex_num4,3gmp_e --> 3gmp_p,NA
3HAD100_num2,3hdecACP_c --> h2o_c + tdec2eACP_c,2.3.1.-
3HAD120_num2,3hddecACP_c --> h2o_c + tddec2eACP_c,2.3.1.-
3UMPtex_num2,3ump_e --> 3ump_p,NA
3UMPtex_num3,3ump_e --> 3ump_p,NA
3UMPtex_num4,3ump_e --> 3ump_p,NA
4HOXPACDtex_num2,4hoxpacd_e --> 4hoxpacd_p,NA
4HOXPACDtex_num3,4hoxpacd_e --> 4hoxpacd_p,NA
4HOXPACDtex_num4,4hoxpacd_e --> 4hoxpacd_p,NA
3HAD121_num2,3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c,4.2.1.61
3HAD140_num2,3hmrsACP_c --> h2o_c + tmrs2eACP_c,2.3.1.-
3HAD141_num2,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c,4.2.1.61
3HAD160_num2,3hpalmACP_c --> h2o_c + tpalm2eACP_c,2.3.1.-
4PEPTtex_num2,LalaDgluMdapDala_e --> LalaDgluMdapDala_p,NA
4PEPTtex_num3,LalaDgluMdapDala_e --> LalaDgluMdapDala_p,NA
4PEPTtex_num4,LalaDgluMdapDala_e --> LalaDgluMdapDala_p,NA
5DGLCNtex_num2,5dglcn_e --> 5dglcn_p,NA
5DGLCNtex_num3,5dglcn_e --> 5dglcn_p,NA
5DGLCNtex_num4,5dglcn_e --> 5dglcn_p,NA
5MTRtex_num2,5mtr_e --> 5mtr_p,NA
5MTRtex_num3,5mtr_e --> 5mtr_p,NA
5MTRtex_num4,5mtr_e --> 5mtr_p,NA
3HAD161_num2,3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c,4.2.1.61
3HAD180_num2,3hoctaACP_c --> h2o_c + toctd2eACP_c,2.3.1.-
3HAD181_num2,3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c,4.2.1.61
3HAD40_num2,3haACP_c --> but2eACP_c + h2o_c,4.2.1.58
3HAD60_num2,3hhexACP_c --> h2o_c + thex2eACP_c,2.3.1.-
3HAD80_num2,3hoctACP_c --> h2o_c + toct2eACP_c,2.3.1.-
3HPPtex_num2,3hpp_e --> 3hpp_p,NA
3HPPtex_num3,3hpp_e --> 3hpp_p,NA
3HPPtex_num4,3hpp_e --> 3hpp_p,NA
A5PISO_num2,ru5p__D_c --> ara5p_c,5.3.1.13
ACLS_num2,h_c + 2.0 pyr_c --> alac__S_c + co2_c,2.2.1.6
ACMANAtex_num2,acmana_e --> acmana_p,NA
ACMANAtex_num3,acmana_e --> acmana_p,NA
ACMANAtex_num4,acmana_e --> acmana_p,NA
ABTA_num2,4abut_c + akg_c --> glu__L_c + sucsal_c,2.6.1.19
ABUTtex_num2,4abut_e --> 4abut_p,NA
ABUTtex_num3,4abut_e --> 4abut_p,NA
ABUTtex_num4,4abut_e --> 4abut_p,NA
ACACT1r_num2,2.0 accoa_c --> aacoa_c + coa_c,2.3.1.9
ACACT1r_num3,2.0 accoa_c --> aacoa_c + coa_c,2.3.1.9
ACMUMtex_num2,acmum_e --> acmum_p,NA
ACMUMtex_num3,acmum_e --> acmum_p,NA
ACMUMtex_num4,acmum_e --> acmum_p,NA
ACNAMtex_num2,acnam_e --> acnam_p,NA
ACNAMtex_num3,acnam_e --> acnam_p,NA
ACACT2r_num2,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,2.3.1.16
ACACT3r_num2,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,2.3.1.9
ACACT4r_num2,accoa_c + occoa_c --> 3odcoa_c + coa_c,2.3.1.16
ACACT5r_num2,accoa_c + dcacoa_c --> 3oddcoa_c + coa_c,2.3.1.9
ACACT6r_num2,accoa_c + ddcacoa_c --> 3otdcoa_c + coa_c,2.3.1.16
ACACT7r_num2,accoa_c + tdcoa_c --> 3ohdcoa_c + coa_c,2.3.1.155
ACACT8r_num2,3ohodcoa_c + coa_c --> accoa_c + pmtcoa_c,NA
ACACtex_num2,acac_e --> acac_p,NA
ACACtex_num3,acac_e --> acac_p,NA
ACACtex_num4,acac_e --> acac_p,NA
ACALD_num2,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c,1.2.1.10
ACALDtex_num2,acald_e --> acald_p,NA
ACALDtex_num3,acald_e --> acald_p,NA
ACALDtex_num4,acald_e --> acald_p,NA
ACONTa_num2,cit_c --> acon_C_c + h2o_c,4.2.1.3
ACONTb_num2,acon_C_c + h2o_c --> icit_c,4.2.1.3
ACOTA_num2,acorn_c + akg_c --> acg5sa_c + glu__L_c,2.6.1.11
ACGAL1Ptex_num2,acgal1p_e --> acgal1p_p,NA
ACGAL1Ptex_num3,acgal1p_e --> acgal1p_p,NA
ACGAL1Ptex_num4,acgal1p_e --> acgal1p_p,NA
ACGALtex_num2,acgal_e --> acgal_p,NA
ACGALtex_num3,acgal_e --> acgal_p,NA
ACGALtex_num4,acgal_e --> acgal_p,NA
ACGAM1Ptex_num2,acgam1p_e --> acgam1p_p,NA
ACGAM1Ptex_num3,acgam1p_e --> acgam1p_p,NA
ACGAM1Ptex_num4,acgam1p_e --> acgam1p_p,NA
ACPS1_num2,apoACP_c + coa_c --> ACP_c + h_c + pap_c,2.7.8.7
ACGAptspp_num2,acgam_p + pep_c --> acgam6p_c + pyr_c,NA
ACGAtex_num2,acgam_e --> acgam_p,NA
ACGAtex_num3,acgam_e --> acgam_p,NA
ACGAtex_num4,acgam_e --> acgam_p,NA
ACSERtex_num2,acser_e --> acser_p,NA
ACSERtex_num3,acser_e --> acser_p,NA
ACSERtex_num4,acser_e --> acser_p,NA
ADNt2pp,adn_p + h_p --> adn_c + h_c,NA
ACSERtpp_num2,acser_c --> acser_p,NA
ACHBS_num2,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c,2.2.1.6
ACKr_num2,ac_c + atp_c --> actp_c + adp_c,2.7.2.1
ACKr_num3,ac_c + atp_c --> actp_c + adp_c,2.7.2.1
ACtex_num2,ac_e --> ac_p,NA
ACtex_num3,ac_e --> ac_p,NA
ACtex_num4,ac_e --> ac_p,NA
ADEt2rpp_num2,ade_p + h_p --> ade_c + h_c,NA
ADEtex_num2,ade_e --> ade_p,NA
ADEtex_num3,ade_e --> ade_p,NA
ADEtex_num4,ade_e --> ade_p,NA
ANHGMtex_num2,anhgm_e --> anhgm_p,NA
ANHGMtex_num3,anhgm_e --> anhgm_p,NA
ANHGMtex_num4,anhgm_e --> anhgm_p,NA
ALAALAtex_num2,alaala_e --> alaala_p,NA
ALAALAtex_num3,alaala_e --> alaala_p,NA
ALAALAtex_num4,alaala_e --> alaala_p,NA
ALAR_num2,ala__L_c --> ala__D_c,5.1.1.1
ALATA_D2_num2,ala__D_c + pydx5p_c --> pyam5p_c + pyr_c,NA
ALATA_L_num2,akg_c + ala__L_c --> glu__L_c + pyr_c,2.6.1.2
ALATA_L2_num2,ala__L_c + pydx5p_c --> pyam5p_c + pyr_c,NA
ALAtex_num2,ala__L_e --> ala__L_p,NA
ALAtex_num3,ala__L_e --> ala__L_p,NA
ALAtex_num4,ala__L_e --> ala__L_p,NA
ALCD2x_num2,etoh_c + nad_c --> acald_c + h_c + nadh_c,1.1.1.1
ALCD2x_num3,etoh_c + nad_c --> acald_c + h_c + nadh_c,1.1.1.1
ADPRDP_num2,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,3.6.1.13
ALLTNtex_num2,alltn_e --> alltn_p,NA
ALLTNtex_num3,alltn_e --> alltn_p,NA
ALLTNtex_num4,alltn_e --> alltn_p,NA
ALLtex_num2,all__D_e --> all__D_p,NA
ALLtex_num3,all__D_e --> all__D_p,NA
ALLtex_num4,all__D_e --> all__D_p,NA
ALR2_num2,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,1.1.1
ALR2_num3,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,1.1.1
ALR2_num4,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,1.1.1
ARBTptspp_num2,arbt_p + pep_c --> arbt6p_c + pyr_c,NA
ARBTtex_num2,arbt_e --> arbt_p,NA
ARBTtex_num3,arbt_e --> arbt_p,NA
