,STARVED@8H_mu=-0.005_H,PERSIST@8H_mu=0.02_H,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.6_H,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.22_P,GLC+AA_CHEM_mu=0.22_replicate1_P,GLC+AA_CHEM_mu=0.22_replicate2_P,GLC+AA_CHEM_mu=0.25_P,GLC_CHEM_mu=0.26_P,GLC_CHEM_mu=0.31_P,GLC+AA_CHEM_mu=0.35_P,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.41_P,GLC+AA_CHEM_mu=0.42_P,GLC+AA_CHEM_mu=0.45_P,GLC_CHEM_mu=0.46_P,GLC_CHEM_mu=0.51_replicate1_P,GLC_CHEM_mu=0.51_replicate2_P,GLC+AA_CHEM_mu=0.53_P,GLC+AA_CHEM_mu=0.55_P,GLC+AA_CHEM_mu=0.63_P,GLC+AA_CHEM_mu=0.65_P,GLC+AA_CHEM_mu=0.73_P,GLC+AA_CHEM_mu=0.74_P,GLC+AA_CHEM_mu=0.78_P,GLC+AA_CHEM_mu=0.82_P,GLC_STATIONARY1d_mu=-0.01_S,GLC_STATIONARY3d_mu=-0.01_S,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.35_S,PYR_BATCH_mu=0.40_S,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.50_S,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S,GLYC+AA_BATCH_mu=1.27_S,LB_BATCH_mu=1.78_S,LB_BATCH_mu=1.9_S,LB_BATCH_mu=2.3_S,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.49_V
b2169,321.1611564,2402.420168,166.2355405,108.3004267,119.789301,159.6492869,,107.5370442,,155.5993196,112.5407471,,,104.1639263,124.0478514,,114.7173671,107.7428199,,114.3496294,112.0434576,108.7192998,,98.27682836,,101.8055364,,152.70625,264.66875,93.66842105,98.84134615,83.91855204,59.82173913,93.125,54.256,70.55511811,64.07364341,148.5877863,97.46212121,100.3598485,98.7063197,146.3799283,127.1684588,106,109.2627986,2332.206081,181.7181208,36.82333333,32.75988701,103.0104439,67.74940898,137.5641026,58.44724771,338.89,292.64,270.41,240.64,188.62
b2171,1263.702439,2052.278481,1275.375934,705.809371,778.7411699,805.2113777,997.234692,956.3633572,1044.48529,868.6244732,895.2199009,1210.345607,867.1714094,956.3952672,1217.11002,1133.825521,885.0512667,942.978223,909.5745445,1225.411938,1305.039756,1184.915894,1237.290369,1312.680425,1190.103455,1181.562057,740.1128381,434.425,343.20625,442.2578947,494.3557692,888.719457,668.9652174,565.4291667,852.224,928.2086614,847.748062,1010.854962,1105.878788,758.2045455,701.204461,815.8781362,672.0107527,1239.119718,871.9249147,971.9493243,883.8926174,1075.74,1043.341808,1498.412533,988.713948,1050.515152,1049.139908,526.93,561.08,610.68,643.64,665.2
b2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,0.55625,0.015789474,0.057692308,0.009049774,0.017391304,0.183333333,0.048,0.543307087,0.120155039,0.183206107,0.356060606,,0.018587361,0.261648746,,0.172535211,0.013651877,,0.063758389,,,,,1.004662005,,,,,,
b2173,18.53863502,11.86743454,14.31930102,13.47706691,,,,,,,,,,,,,,,,,,,,,,,,9.0875,4.5875,4.978947368,4.855769231,7.42081448,9.182608696,8.566666667,9.596,9.633858268,11.00387597,11.75954198,9.984848485,8.549242424,7.665427509,14.22222222,10.61648746,19.1971831,11.92150171,14.90878378,16.82214765,32.01666667,45.2740113,13.98955614,48.14420804,21.40792541,89.00688073,,,,,
b2174,40.78417245,181.1592233,34.23075528,45.0709161,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.14375,1.231578947,3.456730769,1.877828054,0.547826087,3.783333333,1.604,2.933070866,2.895348837,0.770992366,1.397727273,2.731060606,4.992565056,2.842293907,6.218637993,6.01056338,2.348122867,8.212837838,7.194630872,30.69,54.48587571,9.861618799,58.77541371,12.93473193,139.8692661,,,,,
b2175,95.28793321,81.56102496,1594.873021,274.9662355,,,,,,,,,,,,,,,,101.3524235,,,,,,,,83.39375,82.5375,331.1157895,474.1778846,852.5656109,665.2347826,552.3333333,1291.988,1207.515748,1375.472868,227.0916031,911.7159091,1067.102273,582.3605948,77.7921147,146.8924731,627.5105634,80.11262799,816.8209459,196.9161074,410.8633333,380.079096,171.5744125,14.01654846,97.12354312,5.997706422,,,,,
b2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18125,0.00625,3.463157895,2.8125,0.185520362,0.186956522,2.416666667,1.852,1.220472441,0.135658915,1.70610687,0.098484848,0.204545455,2.171003717,0.032258065,0.154121864,0.264084507,0.102389078,0.087837838,0.003355705,,,0.19843342,,0.083916084,,,,,,
b2177,3.74529602,4.599408886,11.47951366,4.0440264,,,,,,,,,,,,,,,,,,,,,,,,5.65,3.05,9.136842105,7.307692308,6.294117647,9.030434783,3.266666667,4.328,6.456692913,7.782945736,6.347328244,5.882575758,,6.546468401,4.541218638,,3.644366197,7.017064846,,3.956375839,,,,,3.564102564,,,,,,
b2180,7.416863275,8.570247599,6.773088424,3.05664492,27.81190494,,,,,,26.3809248,,,24.08479862,,,,,251.5514499,,55.86451704,46.60124341,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.598870056,,0.163120567,,0.325688073,,,,,
b2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,27.15625,13.62105263,63.50480769,15.56561086,22.96956522,33.77916667,27.496,34.82677165,22.24418605,28.36641221,31.25378788,,22.72490706,58.14695341,,33.4084507,58.2116041,,39.97651007,,,,,39.04195804,,,,,,
b2182,37.64754552,70.95141123,31.26492113,18.64134367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2183,519.9889491,936.6852658,560.9939313,358.6747076,237.6633378,254.348176,205.8242564,247.5626552,210.5692692,248.4043319,252.3048512,233.0026452,265.3931887,274.8676616,228.4187362,280.8562895,276.4850031,274.3646242,288.9888595,242.604507,266.4127764,259.4000847,250.1281626,253.5863924,258.3363193,257.5809652,228.7602595,460.425,375.79375,279.6789474,314.7163462,369.0045249,355.8304348,338.6458333,364.44,441.0393701,432.124031,428.4580153,476.1818182,408.5492424,351.8921933,571.609319,540.874552,531.6302817,460.9215017,499.8310811,529.6812081,399.77,237.9689266,418.9791123,269.8274232,423.2913753,209.1926606,292.74,324.55,344.35,327.14,384.34
b2185,5671.610281,10816.75822,4786.445975,3223.805259,17335.46529,17042.13928,17450.36564,17335.79152,19068.4122,18424.55921,20728.26631,22445.15574,21783.78377,23427.1785,23938.13109,26063.06801,24810.32194,26421.20317,26354.43171,28419.69681,28078.96596,30993.02655,30977.03504,31601.52808,32646.15283,32688.13979,32499.37288,5870.15625,5487.925,3128.889474,3675.423077,3661.361991,4306.295652,3958.25,4549.996,5029.188976,4848.891473,5917.435115,5886.526515,5045.731061,4714.977695,7187.849462,6925.956989,7104.338028,7276.307167,5897.658784,6606.969799,7512.023333,7475.20904,7751.866841,9043.55792,10625.73893,10835.86697,10007.57,10021.4,11545.65,12274.88,14360.89
b2186,842.9184819,1507.729089,607.8339152,335.7328949,504.5078231,517.3824053,553.3332392,427.5208305,544.7963711,553.6071474,507.5335749,480.8371022,461.7190464,388.0884252,568.768453,501.0767117,409.4312049,463.6080587,394.6011551,536.7707331,437.8026491,469.470065,428.5923376,549.1909896,439.3479434,481.1166722,530.5390532,247.4375,216.875,271.8105263,232.6105769,276.2850679,208.7521739,231.9166667,228.568,285.7755906,300.124031,223.4732824,252.1022727,288.844697,236.1524164,207.9318996,268.9103943,293.1866197,202.4027304,288.2432432,217.4530201,338.82,311.5903955,285.8041775,298.9952719,267.4032634,272.9151376,349.91,338.85,295.74,256.08,263.12
b2187,748.1664069,1168.300135,555.4652792,364.7081277,829.1355028,309.0142002,390.4429145,,,,,,438.9771311,,412.9487466,,662.5244508,,618.3804225,339.1462667,,,,330.545282,,704.3952467,,134.38125,135.625,65.80526316,73.59615385,80.35746606,65.60869565,63.5875,90.604,82.96850394,83.94573643,83.54961832,86.0530303,97.14772727,70.9070632,180.4229391,95.62007168,105.2042254,141.1945392,88.69256757,127.6778523,102.4733333,97.10734463,85.79895561,168.4964539,116.7226107,144.6582569,683.98,,,,
b2188,102.0875509,165.5332603,75.9715327,36.04727376,,,,,,,,,,,,,,,,,,,,,,,,13.6875,15.41875,58.98947368,46.26923077,11.07692308,11.82173913,39.65833333,14.5,12.12992126,13.46124031,24.38931298,13.76515152,18.68181818,35.00371747,11.91397849,14.25806452,8.457746479,13.4334471,18.47972973,13.38926174,1.443333333,6.299435028,10.44386423,2.468085106,10.7995338,3.589449541,,,,,
b2193,41.47731123,40.50195845,72.38653716,30.47663295,,,,,,,87.12846494,,,73.26300285,,,,,,,,102.7603526,,102.6166063,,97.50224329,,34.54375,21.94375,65.25789474,72.66826923,96.66968326,63.32608696,75.75416667,86.5,106.9488189,123.6860465,115.3435115,94.71969697,105.1666667,65.62081784,56.88172043,75.11469534,88.46478873,62.46757679,92.74662162,101.0402685,47.47333333,56.60734463,113.0130548,93.86524823,190.1072261,97.00688073,182.53,220.58,189.13,163.74,156.99
b2197,35.8176518,85.67732086,27.67679788,12.93485745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.376666667,7.09039548,,6.191489362,,8.098623853,,,,,
b2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35625,0.48125,0.684210526,2.240384615,0.176470588,0.02173913,1.079166667,6.384,0.358267717,1.050387597,0.519083969,0.950757576,,0.17472119,0.139784946,,0.246478873,0.228668942,,0.077181208,,,,,2.023310023,,,,,,
b2209,73.04617878,277.0891808,58.79233169,18.9864862,,246.7176303,,,300.4214208,,231.0032781,155.3263247,231.6505937,,241.2996474,150.2917908,,167.3164914,,,,,,,,119.0190934,,197.15,150.8,154.4052632,192.2692308,35.91855204,87.06521739,194.1791667,53.58,57.04724409,77.3255814,66.91603053,51.46212121,54.33712121,81.36802974,153.0501792,84.10035842,75.52464789,63.36177474,39.64189189,51.32550336,21.85666667,19.00282486,427.2193211,506.0992908,903.6153846,570.4610092,,,,,
b2210,9.424019412,31.00645792,28.79774984,61.05754994,,,,,,,,,,,,,,40.93408191,,,,31.04424746,,85.2489648,,114.7319022,,12.425,15.05,4.705263158,6.620192308,12.62443439,20.3173913,4.204166667,88.94,5.12992126,11.17054264,7.114503817,4.545454545,5.215909091,3.80669145,65,108.921147,51.53521127,15.6109215,44.18581081,9.88590604,54.81,92.17231638,23.23237598,62.57683215,59.42657343,110.766055,,,,,
b2211,44.64958827,68.9990774,37.95351302,32.43940445,,,,,,,,,,,,,,,,,,,,,,,,1.25625,1.35625,0.947368421,0.798076923,1.162895928,1.456521739,1.075,2.756,2.409448819,1.624031008,1.919847328,1.098484848,2.041666667,1.096654275,2.071684588,3.358422939,0.85915493,2.283276451,4.260135135,5.677852349,0.273333333,1.754237288,0.751958225,0.293144208,1.237762238,0.786697248,,,,,
b2212,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.70625,0.29375,1.563157895,0.716346154,0.78280543,0.913043478,4.191666667,1.964,0.192913386,1.406976744,2.297709924,1.704545455,,1.282527881,2.258064516,,4.746478873,2.337883959,,1.66442953,,,,,1.186480186,,,,,,
b2215,28.85796674,63.96073459,38.21921633,44.48552099,54766.60344,54705.16081,68324.31131,71730.31207,63999.81292,49697.51405,42290.85493,52910.75504,36116.74168,35802.48487,46664.04433,48847.13583,36079.93129,39484.17935,39919.17421,45273.66398,42924.84359,44439.52996,43716.68069,44558.51985,48496.09163,48426.18187,56060.19105,15894.34375,16066.09375,12325.13158,8831.427885,14415.80543,18277.03913,5832.191667,17060.824,12342.66929,10353.17829,6186.267176,10202.04167,9519.159091,4901.386617,15235.681,11755.21147,11838.21831,24763.18771,10120.72973,16151.57047,6921.07,1416.194915,5764.099217,13414.41844,17215.32867,3873.894495,1213.67,1128.22,658.47,589.75,390.25
b2216,124.0212699,259.2523721,92.556376,58.16081328,23.7318441,21.37729729,,,,,18.37652161,,,18.42239156,16.66319572,,19.63395074,22.17275014,,16.17151598,,17.05037076,,15.57889847,,14.50249428,17.85252935,22.03125,23.54375,18.94736842,19.57692308,18.26696833,13.95652174,18.99166667,15.736,15.43307087,14.00775194,17.98854962,13.71212121,14.38636364,20.76951673,16.53405018,19.3297491,11.46126761,21.81911263,18.00675676,30.5738255,9.063333333,12.89548023,10.6997389,8.531914894,7.871794872,8.745412844,48.22,47.31,40.85,32.27,31.34
b2217,1134.032386,1584.00762,1241.5309,574.5403747,1547.79546,1509.185839,1645.567277,1771.972294,1489.761403,1525.001132,1459.597793,1501.084168,1440.695419,1391.908032,1584.576331,1492.294018,1325.288474,1357.902813,1312.751075,1493.292654,1367.27894,1409.100728,1211.175289,1326.601719,1238.128858,1319.742067,881.6103717,391.4375,466.575,662.6263158,624.5865385,770.2443439,667.3217391,648.6458333,759.788,698.2598425,796.9767442,697.1526718,789.7310606,777.3181818,699.9962825,501.6702509,803.8315412,974.915493,708.8054608,1020.547297,675.8657718,657.2966667,720.2824859,800.078329,620.1371158,890,559.4610092,1787.44,1925.84,1760.95,1486.73,1688.72
b2218,16.62706149,58.8929288,12.46855233,10.10250064,,,,,,,,,,,,,,,,,,,,,,,,0.30625,0.175,0.531578947,0.875,0.013574661,0.17826087,0.5125,0.896,0.18503937,0,0.652671756,0.553030303,0,0.776951673,0.172043011,0,0.521126761,0,0.003378378,0.010067114,,,0.248041775,,0.634032634,,,,,,
b2220,11.86834196,3.9298828,17.96555717,2.178640485,,,,,,,,,,,,,,,,,,,,,,,,0.20625,0.55,8.668421053,8.509615385,1.253393665,3.408695652,7.270833333,1.844,2.637795276,2.434108527,1.236641221,2.022727273,2.125,4.6133829,0.738351254,1.910394265,0.728873239,1.515358362,1.75,1.768456376,,,2.09921671,,2.680652681,,,,,,
b2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.873333333,1.415254237,,2.14893617,,2.025229358,,,,,
b2231,1025.457125,1661.474092,832.9421356,515.6713719,875.1917613,824.0544033,771.8815605,823.2083403,794.425072,853.7298112,914.9359003,895.5518812,910.6239892,985.0514438,948.6812813,930.0510918,1034.433668,1054.198931,1058.058083,999.3008474,1026.181211,1036.234756,1008.30199,1044.895687,1070.119722,1121.607187,1150.155576,250.5625,242.6625,334.5736842,352.6586538,183.3846154,208.226087,353.3166667,242.632,228.0787402,246.7209302,297.3931298,269.2310606,274.9015152,430.1561338,181.3870968,255.0716846,264.2394366,229.1433447,302.6621622,286.7583893,172.5,323.6581921,285.3420366,304.1891253,436.5291375,357.7178899,921.61,1135.37,1186.22,1050.43,1085.01
b2232,501.2602654,584.8417629,722.0538537,374.099735,357.2603272,471.9112186,432.5648389,434.8767796,433.6695077,419.8382578,460.2367913,539.4267538,467.9682349,531.9377615,431.0836862,,459.2308252,473.5116514,499.8899241,494.5313861,334.6090371,442.4318992,627.7283315,421.7389144,407.2838221,435.6081275,392.8901174,92.54375,100.18125,222.7210526,316.7019231,243.4208145,423.773913,331.5458333,347.652,456.0354331,411.5271318,405.2862595,423.3484848,395.1022727,383.6802974,325.9749104,324.1899642,469.9859155,282.1262799,291.375,205.3020134,346.25,319.8276836,379.997389,322.4846336,327.2937063,238.7224771,352.67,428.51,463.62,447.63,484.26
b2234,6866.021241,11901.62935,5244.514365,2572.245425,1018.482809,1021.868128,813.1189119,880.4451068,802.371931,987.4057278,1060.652642,893.3701786,1034.756339,1070.374655,908.6582828,908.291376,962.2572784,898.9513357,874.1569995,947.9167144,976.615162,902.6010808,984.9541516,956.3553908,933.4560962,978.7520052,946.2941906,5349.975,4902.3375,1876.363158,1980.100962,1212.488688,1405.7,1806.3125,1695.356,1545,1270.515504,1918.324427,1587.920455,1480.469697,1753.241636,1435.971326,1377.308244,1404.073944,2217.740614,1417.162162,3086.020134,14351.86333,12842.68362,1723.172324,21385.01655,2440.130536,15468.61697,827.94,948.34,1104.53,1073.08,943.99
b2235,484.6496127,719.4921747,361.9610395,219.0755893,667.3931365,648.4878039,601.3433782,644.2403121,575.8257937,663.9837512,683.9722649,672.1893115,652.3831666,660.5516453,646.0243142,601.7188063,631.507673,541.3258552,611.9418338,639.8128131,652.5197344,620.0299397,640.1593538,626.54214,613.3047234,628.8127078,632.0337557,166.35,137.08125,145.9157895,158.5865385,138.4298643,163.7217391,164.8416667,162.472,157.3976378,142.875969,184.9007634,149.0719697,147.2234848,173.2527881,150.5197133,150.5197133,158.1971831,158.6552901,161.3344595,196.0503356,114.3733333,97.35028249,212.537859,106.787234,193.8484848,117.3646789,624.74,625.99,737.71,737.7,662.83
b2239,35.65011523,62.00214974,17.17557429,4.767834318,,,,,,,,,,,,,,,,,,,,,,,,33.80625,52.5375,34.43684211,33.73557692,18.95022624,40.2,36.675,34.588,41.58267717,24.94573643,49.75572519,236.2121212,28.49242424,40.02973978,29.14695341,18.95698925,57.81338028,16.16040956,27.94594595,41.53355705,179.8066667,82.93785311,364.4830287,2456.420804,302.6247086,601.7087156,,,,,
b2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.13125,31.58125,36.41052632,34.21153846,23.33484163,22.16956522,33.975,33.784,36.04724409,24.52713178,27.43129771,156.3068182,25.73106061,26.28996283,25.71326165,27.76702509,18.81690141,17.46075085,18.36486486,17.01342282,16.93666667,14.92372881,193.3629243,236.3617021,243.5617716,117.0045872,,,,,
b2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.475,18.69375,5.115789474,9.716346154,10.41628959,6.656521739,6.979166667,7.536,6.299212598,6.069767442,6.076335878,180.2424242,6.128787879,10.68401487,19.86021505,13.44444444,5.01056338,7.600682594,3.560810811,8.167785235,28.94666667,9.971751412,122.9634465,360.9267139,108.037296,64.26376147,,,,,
b2242,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26875,2.13125,1.026315789,2.259615385,3.384615385,2.743478261,1.279166667,1.116,2.318897638,6.220930233,3.759541985,97.72727273,3.757575758,3.055762082,4.738351254,7.64874552,1.267605634,4.122866894,3.952702703,1.741610738,20.81,10.38700565,93.88772846,292.6193853,88.48251748,36.52293578,,,,,
b2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04375,0,0,0,0.054298643,0.004347826,0.0125,0.004,0.181102362,0.003875969,0.083969466,1.443181818,0.034090909,0.003717472,0.003584229,0.039426523,0.003521127,0.003412969,0.047297297,0.003355705,3.553333333,2.279661017,3.039164491,47.1465721,9.424242424,8.139908257,,,,,
b2249,80.27184102,179.8180688,63.62777013,50.89709898,,,,36.13193716,,,,,,,,,,,,,,26.17891114,,,,,,34.9375,34.90625,51.43157895,48.09615385,37.67873303,31.26086957,39.09166667,31.288,25.92913386,27.35658915,48.19083969,34.54924242,32.73863636,39.20446097,30.31182796,44.87096774,45.20422535,40.25938567,41.89864865,27.76510067,32.19333333,30.86158192,29.51958225,28.79669031,42.8018648,37.9587156,,,,,
b2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5375,0.36875,0.636842105,3.423076923,0.040723982,0.456521739,19.40833333,0.012,29.41338583,1.701550388,1.427480916,1.151515152,,2.888475836,1.76344086,,1.221830986,1,,1.483221477,,,,,0.447552448,,,,,,
b2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4625,17.8375,0.773684211,49.875,2.14479638,3.57826087,1.358333333,0.508,30.50393701,4.151162791,6.202290076,1.481060606,,6.602230483,0.222222222,,7.341549296,12.51535836,,6.322147651,,,,,19.24475524,,,,,,
b2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.51,,,,
b2253,,,,,,,295.5016018,171.5490258,292.5552524,222.5453116,,,266.4888682,,353.2197724,155.0121828,,,,412.4229637,,,,,,,,3.16875,2.89375,5.931578947,4.697115385,4.628959276,5.830434783,5.141666667,4.968,7.334645669,3.352713178,5.187022901,6.84469697,5.106060606,4.26394052,3.58781362,3.326164875,5.320422535,2.703071672,3.337837838,4.94966443,0.51,0.649717514,2.569190601,0.761229314,3.104895105,0.889908257,435.32,,,,
b2254,9.765198509,16.04024575,10.88090876,4.35241585,,,,,,62.13503279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.01,102.32,,63.16,59.13
b2255,6.8382697,3.414875971,16.90615129,5.281107331,21.30028635,69.4712268,33.22249425,,,32.05873861,23.5351805,92.04342378,83.84682962,20.2894525,62.33805759,,27.08199482,,,,,9.643311046,,,,,,0.10625,0.05625,1.463157895,1.682692308,0,1.504347826,1.733333333,3.42,2.94488189,0.023255814,0.996183206,3.897727273,0.053030303,1.412639405,0.283154122,0.089605735,2.264084507,0.112627986,0.006756757,0.053691275,1.656666667,0.618644068,0.496083551,0.971631206,1.312354312,0.589449541,123.3,,,,
b2259,186.3917432,97.95478204,186.4532923,30.83909428,,,,,,,,,,,,,,,,,,,,,,,,4.3,2.0875,1.315789474,2.274038462,2.040723982,18.53478261,0.45,0.504,2.649606299,1.92248062,3.370229008,1.742424242,1.363636364,0.405204461,4.103942652,1.673835125,1.278169014,1.33105802,0.885135135,1.060402685,,,1.01305483,,8.342657343,,214.91,,,,
b2260,8.558963894,0.487266392,11.53963568,5.269425087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36875,2.66875,2.305263158,1.548076923,2.208144796,3.12173913,2.0125,4.5,3.822834646,2.829457364,4.061068702,3.556818182,2.935606061,2.516728625,6.032258065,2.82078853,5.919014085,5.986348123,4.527027027,1,2.05,18.57344633,9.033942559,6.063829787,17.62703963,4.03440367,,,,,
b2262,543.177059,1061.450288,535.4994992,260.4142114,432.3465371,393.6518253,355.3212539,423.2260559,399.6842698,385.6006712,389.4426977,353.5586968,345.0523549,407.1650152,395.4166672,377.5522872,396.7609139,361.0935487,417.3764518,371.8682109,343.6197587,400.8924387,,383.9609723,348.5473538,397.2586465,378.7434753,145.225,236.09375,225.7052632,194.5576923,230.1628959,212.6608696,195.6458333,186.068,210.7401575,222.9379845,212.9045802,201.0833333,195.4166667,192.8773234,195.2473118,220.2114695,196.4119718,282.8498294,158.9256757,255.2214765,144.32,140.1723164,177.3420366,149.2174941,294.5011655,139.896789,878.91,800.37,890.07,915.52,959.07
b2264,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.325,0.226315789,8.153846154,0.085972851,0.308695652,0.204166667,0.688,0.744094488,0.217054264,0.320610687,0.522727273,,0.390334572,0.519713262,,0.542253521,0.440273038,,2.130872483,,,,,4.41958042,,,,,,
b2265,11.19375097,4.716489522,9.425336353,2.532424488,,,,,,,,,,,,,,,,,,,,,,,,0.8625,0.7125,0.931578947,1.173076923,1.113122172,1.343478261,0.870833333,1.152,1.188976378,1.046511628,1.454198473,0.659090909,0.696969697,0.951672862,1.204301075,0.985663082,0.887323944,2.105802048,0.716216216,1.100671141,0.37,0.689265537,0.932114883,0.023640662,1.675990676,0.681192661,,,,,
b2266,4860.242149,9495.710136,3586.856139,1422.464933,7059.163127,6276.332052,7832.437274,8703.827468,6163.202013,5236.124921,5214.605633,4569.627338,4147.936957,4065.809345,3671.582735,3323.427837,3825.389018,2955.305694,3000.918128,2437.979289,2229.934822,1481.982631,1157.924172,1027.448971,1065.716196,804.0559006,889.982719,11706.59375,13230.6375,6705.063158,5135.091346,5624.19457,4595.269565,4303.320833,2489.4,3619.279528,2613.255814,3553.751908,3102.462121,3295.875,3015.111524,6939.516129,2219.043011,2554.764085,5884.94198,1716.047297,3443.728188,616.96,206.6242938,962.1906005,159.8841608,681.8717949,48.76605505,3387.52,2593.09,1865.93,1775.43,1301.42
b2267,,,,,,,,,,,117.9044699,,,,,,,,,,,,,,,,,61.59375,47.26875,20.81052632,27.95673077,28.99095023,31.87826087,28.97083333,26.788,37.58267717,37.29844961,57.07633588,38.15530303,30.84090909,37.10780669,75.3046595,72.59498208,48.92957746,67.4778157,37.44932432,41.15771812,27.58666667,20.16666667,53.85117493,17.62884161,37.00932401,11.25458716,,,,,
b2268,43.68302046,36.16643615,38.20738367,16.88221803,,,,,,,,,,,,,,,,,,,,,,,,1.45625,6.1375,1.094736842,1.163461538,1.592760181,1.569565217,1.4125,3.472,2.271653543,2.166666667,1.595419847,2.575757576,2.09469697,1.3866171,2.308243728,2.050179211,2.559859155,3.696245734,3.300675676,2.781879195,,,3.127937337,,2.405594406,,,,,,
b2276,47.62589359,104.5542824,35.11257203,18.46978819,,,,,,,,,,,,,,,,,,,,,,,,2.15625,8.74375,33.53684211,33.59134615,8.325791855,9.069565217,33.69166667,19.66,18.56299213,9.945736434,23.45038168,26.6780303,14.18560606,40.56505576,6.326164875,12.1218638,7.056338028,14.18771331,19.53716216,9.812080537,1.473333333,8.519774011,20.30548303,10.68085106,30.99067599,21.76146789,,,,,
